,Human,AO,ConfAO,HAI,ConfHAI,ConfHAIPerson
0,0.2657040535329665,-0.28198709490166973,-0.11172657989430723,-0.2130750487604488,0,0.017982159708667168
1,0.2657040535329665,-0.2703030213001327,-0.1167737293006848,-0.20585101071327094,0,-0.048123082851050464
2,0.2657040535329665,-0.26866214584780534,-0.10089561308543613,-0.2122607864719948,0,0.045565998795425944
3,0.2657040535329665,-0.25662437468436383,-0.11524896771401086,-0.2049632028754646,0,0.05729335827089639
4,0.2657040535329665,-0.2528811319705032,-0.10651580107730782,-0.19324520978470078,0,0.0039924400489928825
5,0.2657040535329665,-0.26907384267486184,-0.10536417942817784,-0.17939398426922662,0,0.01161720915181998
6,0.2657040535329665,-0.26836483627505237,-0.11961427953567397,-0.21532039486691382,-0.0855137933657462,-0.04181868109734943
7,0.2657040535329665,-0.2636636438969622,-0.11764113029383144,-0.22211376505680344,0,0.03157089785208243
8,0.2657040535329665,-0.25408170048610357,-0.11441113137086589,-0.22314477890175496,-0.09796335966121922,-0.016329830648661673
9,0.2657040535329665,-0.251424170560054,-0.1089407878366303,-0.18791121105921177,0,0.03962144812269827
