,Human,AO,ConfAO,HAI,ConfHAI,ConfHAIPerson
0,0.2657040535329665,-0.28198709490166973,0,-0.2130750487604488,0,0
1,0.2657040535329665,-0.2703030213001327,0,-0.20585101071327094,0,0.0017859966785426697
2,0.2657040535329665,-0.26866214584780534,0,-0.2122607864719948,0,0
3,0.2657040535329665,-0.25662437468436383,0,-0.2049632028754646,0,0.0017059226717111992
4,0.2657040535329665,-0.2528811319705032,0,-0.19324520978470078,0,0
5,0.2657040535329665,-0.26907384267486184,0,-0.17939398426922662,0,0
6,0.2657040535329665,-0.26836483627505237,0,-0.21532039486691382,0,0
7,0.2657040535329665,-0.2636636438969622,0,-0.22211376505680344,0,0
8,0.2657040535329665,-0.25408170048610357,0,-0.22314477890175496,0,0.001625922671711199
9,0.2657040535329665,-0.251424170560054,0,-0.18791121105921177,0,0.0015859226717112006
