,Human,AO,ConfAO,HAI,ConfHAI,ConfHAIPerson
0,0.2657040535329665,-0.28198709490166973,-0.2780806718539084,-0.2130750487604488,-0.20600560760407144,-0.14119627677724594
1,0.2657040535329665,-0.2703030213001327,-0.2776823381630193,-0.20585101071327094,-0.22298642953054115,-0.09493784501051886
2,0.2657040535329665,-0.26866214584780534,-0.272986994974046,-0.2122607864719948,-0.21489672580840452,-0.10766995967837922
3,0.2657040535329665,-0.25662437468436383,-0.27773953203526436,-0.2049632028754646,-0.2268222324686031,-0.10746165034584973
4,0.2657040535329665,-0.2528811319705032,-0.19394096748285844,-0.19324520978470078,-0.21428106735540295,-0.09553923595397573
5,0.2657040535329665,-0.26907384267486184,-0.2787196997831785,-0.17939398426922662,-0.2046072445864784,-0.09919960630099077
6,0.2657040535329665,-0.26836483627505237,-0.28351520883258063,-0.21532039486691382,-0.2174663731701766,-0.11731555328342452
7,0.2657040535329665,-0.2636636438969622,-0.288595142115522,-0.22211376505680344,-0.24896371650288368,-0.09711017675157416
8,0.2657040535329665,-0.25408170048610357,-0.27508740015586186,-0.22314477890175496,-0.20668326616333355,-0.09878260166815087
9,0.2657040535329665,-0.251424170560054,-0.2820503802398389,-0.18791121105921177,-0.2124226101361893,-0.1470484644894118
